Fréquence min,Fréquence max,C0 f0,C0 Amax,C1 f0,C1 Amax,C2 f0,C2 Amax
1000000.0,10000000.0,1291549.6650145287,0.0012992886655230065,9999999.999999965,0.0013480924343644888,9999999.999999965,0.001361436457271408
