Fréquence min,Fréquence max,C0 f0,C0 Amax,C1 f0,C1 Amax,C2 f0,C2 Amax
1000000.0,10000000.0,9999999.999999965,0.0013181005748132408,9999999.999999965,0.0014966178465924873,9999999.999999965,0.001684756405259797
