Fréquence min,Fréquence max,C0 f0,C0 Amax,C1 f0,C1 Amax,C2 f0,C2 Amax
1000000.0,10000000.0,9770099.57299252,5.584372733026652e-05,8111308.307897111,6.664523001303157e-05,9999999.999999965,5.4629412349200244e-05
